School,Major Name,Popularity,Mean Federal Loan Debt,Top Careers
Stanford University,Area Studies.,0,,NA
Stanford University,"Ethnic, Cultural Minority, Gender, and Group Studies.",0,9387,NA
Stanford University,Communication and Media Studies.,0,,NA
Stanford University,"Public Relations, Advertising, and Applied Communication.",0,,NA
Stanford University,Computer Science.,0,15013,NA
Stanford University,Biomedical/Medical Engineering.,0,,NA
Stanford University,Chemical Engineering.,0,14086,NA
Stanford University,Civil Engineering.,0,,NA
Stanford University,"Electrical, Electronics and Communications Engineering.",0,13682,NA
Stanford University,Environmental/Environmental Health Engineering.,0,,NA
Stanford University,Materials Engineering,0,,NA
Stanford University,Mechanical Engineering.,0,17594,NA
Stanford University,Petroleum Engineering.,0,,NA
Stanford University,"Engineering, Other.",0,15254,NA
Stanford University,Engineering-Related Fields.,0,14113,NA
Stanford University,"Linguistic, Comparative, and Related Language Studies and Services.",0,,NA
Stanford University,"East Asian Languages, Literatures, and Linguistics.",0,,NA
Stanford University,"Slavic, Baltic and Albanian Languages, Literatures, and Linguistics.",0,,NA
Stanford University,"Germanic Languages, Literatures, and Linguistics.",0,,NA
Stanford University,"Romance Languages, Literatures, and Linguistics.",0,,NA
Stanford University,"Classics and Classical Languages, Literatures, and Linguistics.",0,,NA
Stanford University,"English Language and Literature, General.",0,12262,NA
Stanford University,"English Language and Literature/Letters, Other.",0,,NA
Stanford University,"Liberal Arts and Sciences, General Studies and Humanities.",0,,NA
Stanford University,"Biology, General.",0,13024,NA
Stanford University,Mathematics.,0,,NA
Stanford University,Applied Mathematics.,0,,NA
Stanford University,"Science, Technology and Society.",0,12573,NA
Stanford University,Cognitive Science.,0,12060,NA
Stanford University,Human Biology.,0,12473,NA
Stanford University,"Multi/Interdisciplinary Studies, Other.",0,,NA
Stanford University,Philosophy.,0,,NA
Stanford University,Religion/Religious Studies.,0,,NA
Stanford University,"Philosophy and Religious Studies, Other.",0,,NA
Stanford University,Chemistry.,0,,NA
Stanford University,Geological and Earth Sciences/Geosciences.,0,,NA
Stanford University,Physics.,0,,NA
Stanford University,"Psychology, General.",0,16145,NA
Stanford University,Public Policy Analysis.,0,,NA
Stanford University,Anthropology.,0,,NA
Stanford University,Archeology.,0,,NA
Stanford University,Economics.,0,13848,NA
Stanford University,International Relations and National Security Studies.,0,10370,NA
Stanford University,Political Science and Government.,0,13377,NA
Stanford University,Sociology.,0,,NA
Stanford University,Urban Studies/Affairs.,0,,NA
Stanford University,Drama/Theatre Arts and Stagecraft.,0,,NA
Stanford University,Film/Video and Photographic Arts.,0,,NA
Stanford University,Fine and Studio Arts.,0,,NA
Stanford University,Music.,0,,NA
Stanford University,Public Health.,0,,NA
Stanford University,History.,0,16056,NA
Harvard University,Natural Resources Conservation and Research.,0,,NA
Harvard University,Area Studies.,0,,NA
Harvard University,"Ethnic, Cultural Minority, Gender, and Group Studies.",0,,NA
Harvard University,Computer Science.,0,,NA
Harvard University,Biomedical/Medical Engineering.,0,,NA
Harvard University,"Electrical, Electronics and Communications Engineering.",0,,NA
Harvard University,Engineering Science.,0,,NA
Harvard University,Mechanical Engineering.,0,,NA
Harvard University,"Linguistic, Comparative, and Related Language Studies and Services.",0,,NA
Harvard University,"African Languages, Literatures, and Linguistics.",0,,NA
Harvard University,"East Asian Languages, Literatures, and Linguistics.",0,,NA
Harvard University,"Slavic, Baltic and Albanian Languages, Literatures, and Linguistics.",0,,NA
Harvard University,"Germanic Languages, Literatures, and Linguistics.",0,,NA
Harvard University,"South Asian Languages, Literatures, and Linguistics.",0,,NA
Harvard University,"Romance Languages, Literatures, and Linguistics.",0,,NA
Harvard University,"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics.",0,,NA
Harvard University,"Classics and Classical Languages, Literatures, and Linguistics.",0,,NA
Harvard University,"Celtic Languages, Literatures, and Linguistics.",0,,NA
Harvard University,"Southeast Asian and Australasian/Pacific Languages, Literatures, and Linguistics.",0,,NA
Harvard University,"English Language and Literature, General.",0,,NA
Harvard University,"Liberal Arts and Sciences, General Studies and Humanities.",0,,NA
Harvard University,"Biochemistry, Biophysics and Molecular Biology.",0,,NA
Harvard University,Cell/Cellular Biology and Anatomical Sciences.,0,,NA
Harvard University,"Ecology, Evolution, Systematics, and Population Biology.",0,,NA
Harvard University,Neurobiology and Neurosciences.,0,9996,NA
Harvard University,Mathematics.,0,,NA
Harvard University,Applied Mathematics.,0,,NA
Harvard University,Statistics.,0,,NA
Harvard University,Medieval and Renaissance Studies.,0,,NA
Harvard University,Behavioral Sciences.,0,,NA
Harvard University,Natural Sciences.,0,,NA
Harvard University,Philosophy.,0,,NA
Harvard University,Religion/Religious Studies.,0,,NA
Harvard University,Theological and Ministerial Studies.,0,,NA
Harvard University,Astronomy and Astrophysics.,0,,NA
Harvard University,Chemistry.,0,,NA
Harvard University,Geological and Earth Sciences/Geosciences.,0,,NA
Harvard University,Physics.,0,,NA
Harvard University,"Psychology, General.",0,,NA
Harvard University,Research and Experimental Psychology.,0,,NA
Harvard University,"Social Sciences, General.",0,18263,NA
Harvard University,Anthropology.,0,,NA
Harvard University,Archeology.,0,,NA
Harvard University,Economics.,0,11754,NA
Harvard University,Political Science and Government.,0,12238,NA
Harvard University,Sociology.,0,,NA
Harvard University,"Visual and Performing Arts, General.",0,,NA
Harvard University,Drama/Theatre Arts and Stagecraft.,0,,NA
Harvard University,Film/Video and Photographic Arts.,0,,NA
Harvard University,Fine and Studio Arts.,0,,NA
Harvard University,Music.,0,,NA
Harvard University,Public Health.,0,,NA
Harvard University,Human Resources Management and Services.,0,,NA
Harvard University,History.,0,,NA
Yale University,Natural Resources Conservation and Research.,0,,NA
Yale University,Architecture.,0,,NA
Yale University,Area Studies.,0,13601,NA
Yale University,"Ethnic, Cultural Minority, Gender, and Group Studies.",0,10517,NA
Yale University,"Computer and Information Sciences, General.",0,10819,NA
Yale University,Computer Programming.,0,,NA
Yale University,Biomedical/Medical Engineering.,0,,NA
Yale University,Chemical Engineering.,0,,NA
Yale University,"Electrical, Electronics and Communications Engineering.",0,,NA
Yale University,Engineering Physics.,0,,NA
Yale University,Engineering Science.,0,,NA
Yale University,Environmental/Environmental Health Engineering.,0,,NA
Yale University,Mechanical Engineering.,0,,NA
Yale University,"Linguistic, Comparative, and Related Language Studies and Services.",0,,NA
Yale University,"East Asian Languages, Literatures, and Linguistics.",0,,NA
Yale University,"Slavic, Baltic and Albanian Languages, Literatures, and Linguistics.",0,,NA
Yale University,"Germanic Languages, Literatures, and Linguistics.",0,,NA
Yale University,"Romance Languages, Literatures, and Linguistics.",0,,NA
Yale University,"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics.",0,,NA
Yale University,"Classics and Classical Languages, Literatures, and Linguistics.",0,,NA
Yale University,"English Language and Literature, General.",0,12830,NA
Yale University,"English Language and Literature/Letters, Other.",0,,NA
Yale University,"Liberal Arts and Sciences, General Studies and Humanities.",0,,NA
Yale University,"Biology, General.",0,,NA
Yale University,"Biochemistry, Biophysics and Molecular Biology.",0,,NA
Yale University,Cell/Cellular Biology and Anatomical Sciences.,0,14434,NA
Yale University,"Ecology, Evolution, Systematics, and Population Biology.",0,12650,NA
Yale University,Mathematics.,0,,NA
Yale University,Applied Mathematics.,0,,NA
Yale University,Statistics.,0,,NA
Yale University,Mathematics and Computer Science.,0,,NA
Yale University,International/Global Studies.,0,,NA
Yale University,Cognitive Science.,0,,NA
Yale University,"Multi/Interdisciplinary Studies, Other.",0,17239,NA
Yale University,Philosophy.,0,,NA
Yale University,Religion/Religious Studies.,0,,NA
Yale University,Astronomy and Astrophysics.,0,,NA
Yale University,Chemistry.,0,,NA
Yale University,Geological and Earth Sciences/Geosciences.,0,,NA
Yale University,Physics.,0,,NA
Yale University,"Physical Sciences, Other.",0,,NA
Yale University,"Psychology, General.",0,16214,NA
Yale University,Anthropology.,0,,NA
Yale University,Archeology.,0,,NA
Yale University,Economics.,0,14986,NA
Yale University,International Relations and National Security Studies.,0,15084,NA
Yale University,Political Science and Government.,0,15332,NA
Yale University,Sociology.,0,,NA
Yale University,Drama/Theatre Arts and Stagecraft.,0,,NA
Yale University,Film/Video and Photographic Arts.,0,,NA
Yale University,Fine and Studio Arts.,0,,NA
Yale University,Music.,0,,NA
Yale University,History.,0,11790,NA
Columbia University,Natural Resources Conservation and Research.,0,,NA
Columbia University,Architecture.,0,29558,NA
Columbia University,Area Studies.,0,19882,NA
Columbia University,"Ethnic, Cultural Minority, Gender, and Group Studies.",0,22548,NA
Columbia University,Information Science/Studies.,0,,NA
Columbia University,Computer Science.,0,18214,NA
Columbia University,"Education, General.",0,,NA
Columbia University,Biomedical/Medical Engineering.,0,15476,NA
Columbia University,Chemical Engineering.,0,13272,NA
Columbia University,Civil Engineering.,0,11624,NA
Columbia University,Computer Engineering.,0,,NA
Columbia University,"Electrical, Electronics and Communications Engineering.",0,13899,NA
Columbia University,Engineering Mechanics.,0,,NA
Columbia University,Engineering Physics.,0,,NA
Columbia University,Environmental/Environmental Health Engineering.,0,12874,NA
Columbia University,Mechanical Engineering.,0,12344,NA
Columbia University,Metallurgical Engineering.,0,,NA
Columbia University,Mining and Mineral Engineering.,0,,NA
Columbia University,Industrial Engineering.,0,,NA
Columbia University,Operations Research.,0,12842,NA
Columbia University,"Engineering, Other.",0,,NA
Columbia University,"Linguistic, Comparative, and Related Language Studies and Services.",0,,NA
Columbia University,"Slavic, Baltic and Albanian Languages, Literatures, and Linguistics.",0,,NA
Columbia University,"Germanic Languages, Literatures, and Linguistics.",0,,NA
Columbia University,"Romance Languages, Literatures, and Linguistics.",0,22612,NA
Columbia University,"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics.",0,25368,NA
Columbia University,"Classics and Classical Languages, Literatures, and Linguistics.",0,32399,NA
Columbia University,"Foreign Languages, Literatures, and Linguistics, Other.",0,,NA
Columbia University,"English Language and Literature, General.",0,26176,NA
Columbia University,Rhetoric and Composition/Writing Studies.,0,30775,NA
Columbia University,Literature.,0,,NA
Columbia University,"Liberal Arts and Sciences, General Studies and Humanities.",0,,NA
Columbia University,"Biology, General.",0,21377,NA
Columbia University,"Biochemistry, Biophysics and Molecular Biology.",0,24823,NA
Columbia University,Neurobiology and Neurosciences.,0,27190,NA
Columbia University,"Biological and Biomedical Sciences, Other.",0,,NA
Columbia University,Mathematics.,0,16272,NA
Columbia University,Applied Mathematics.,0,14023,NA
Columbia University,Statistics.,0,19993,NA
Columbia University,"Mathematics and Statistics, Other.",0,,NA
Columbia University,Mathematics and Computer Science.,0,,NA
Columbia University,Nutrition Sciences.,0,,NA
Columbia University,Classical and Ancient Studies.,0,,NA
Columbia University,Sustainability Studies.,0,26078,NA
Columbia University,Philosophy.,0,27699,NA
Columbia University,Religion/Religious Studies.,0,,NA
Columbia University,"Philosophy and Religious Studies, Other.",0,,NA
Columbia University,Astronomy and Astrophysics.,0,,NA
Columbia University,Chemistry.,0,12126,NA
Columbia University,Geological and Earth Sciences/Geosciences.,0,25642,NA
Columbia University,Physics.,0,24302,NA
Columbia University,Materials Sciences.,0,,NA
Columbia University,"Physical Sciences, Other.",0,,NA
Columbia University,"Science Technologies/Technicians, Other.",0,,NA
Columbia University,"Psychology, General.",0,,NA
Columbia University,Research and Experimental Psychology.,0,26656,NA
Columbia University,Anthropology.,0,28090,NA
Columbia University,Economics.,0,25072,NA
Columbia University,International Relations and National Security Studies.,0,,NA
Columbia University,Political Science and Government.,0,25569,NA
Columbia University,Sociology.,0,24786,NA
Columbia University,Urban Studies/Affairs.,0,28539,NA
Columbia University,"Social Sciences, Other.",0,30004,NA
Columbia University,Dance.,0,,NA
Columbia University,Drama/Theatre Arts and Stagecraft.,0,,NA
Columbia University,Fine and Studio Arts.,0,25500,NA
Columbia University,Music.,0,,NA
Columbia University,"Visual and Performing Arts, Other.",0,28838,NA
Columbia University,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",0,19852,NA
Columbia University,"Business Administration, Management and Operations.",0,,NA
Columbia University,History.,0,23848,NA
Princeton University,Architecture.,0,,NA
Princeton University,Area Studies.,0,,NA
Princeton University,"Ethnic, Cultural Minority, Gender, and Group Studies.",0,,NA
Princeton University,"Engineering, General.",0,,NA
Princeton University,Chemical Engineering.,0,,NA
Princeton University,Civil Engineering.,0,,NA
Princeton University,Computer Engineering.,0,,NA
Princeton University,"Electrical, Electronics and Communications Engineering.",0,,NA
Princeton University,Mechanical Engineering.,0,,NA
Princeton University,Operations Research.,0,,NA
Princeton University,"Linguistic, Comparative, and Related Language Studies and Services.",0,,NA
Princeton University,"Slavic, Baltic and Albanian Languages, Literatures, and Linguistics.",0,,NA
Princeton University,"Germanic Languages, Literatures, and Linguistics.",0,,NA
Princeton University,"Romance Languages, Literatures, and Linguistics.",0,,NA
Princeton University,"Classics and Classical Languages, Literatures, and Linguistics.",0,,NA
Princeton University,"English Language and Literature, General.",0,15464,NA
Princeton University,"Biochemistry, Biophysics and Molecular Biology.",0,,NA
Princeton University,"Ecology, Evolution, Systematics, and Population Biology.",0,,NA
Princeton University,Neurobiology and Neurosciences.,0,,NA
Princeton University,Mathematics.,0,,NA
Princeton University,"Multi/Interdisciplinary Studies, Other.",0,,NA
Princeton University,Philosophy.,0,,NA
Princeton University,Religion/Religious Studies.,0,,NA
Princeton University,Astronomy and Astrophysics.,0,,NA
Princeton University,Chemistry.,0,,NA
Princeton University,Geological and Earth Sciences/Geosciences.,0,,NA
Princeton University,Physics.,0,,NA
Princeton University,"Psychology, General.",0,,NA
Princeton University,Research and Experimental Psychology.,0,,NA
Princeton University,Public Policy Analysis.,0,10679,NA
Princeton University,Anthropology.,0,,NA
Princeton University,Economics.,0,9934,NA
Princeton University,Political Science and Government.,0,12382,NA
Princeton University,Sociology.,0,10515,NA
Princeton University,Fine and Studio Arts.,0,,NA
Princeton University,Music.,0,,NA
Princeton University,History.,0,6740,NA
University of Pennsylvania,Natural Resources Conservation and Research.,0,,NA
University of Pennsylvania,Architecture.,0,,NA
University of Pennsylvania,"City/Urban, Community and Regional Planning.",0,,NA
University of Pennsylvania,Area Studies.,0,,NA
University of Pennsylvania,"Ethnic, Cultural Minority, Gender, and Group Studies.",0,,NA
University of Pennsylvania,Communication and Media Studies.,0,18296,NA
University of Pennsylvania,"Computer and Information Sciences, General.",0,18501,NA
University of Pennsylvania,Computer Science.,0,17916,NA
University of Pennsylvania,"Education, General.",0,,NA
University of Pennsylvania,Educational Administration and Supervision.,0,,NA
University of Pennsylvania,Biomedical/Medical Engineering.,0,17918,NA
University of Pennsylvania,Chemical Engineering.,0,16581,NA
University of Pennsylvania,Computer Engineering.,0,,NA
University of Pennsylvania,"Electrical, Electronics and Communications Engineering.",0,,NA
University of Pennsylvania,Materials Engineering,0,20654,NA
University of Pennsylvania,Mechanical Engineering.,0,18721,NA
University of Pennsylvania,Systems Engineering.,0,,NA
University of Pennsylvania,"Engineering, Other.",0,,NA
University of Pennsylvania,"Linguistic, Comparative, and Related Language Studies and Services.",0,14024,NA
University of Pennsylvania,"East Asian Languages, Literatures, and Linguistics.",0,,NA
University of Pennsylvania,"Slavic, Baltic and Albanian Languages, Literatures, and Linguistics.",0,,NA
University of Pennsylvania,"Germanic Languages, Literatures, and Linguistics.",0,,NA
University of Pennsylvania,"Romance Languages, Literatures, and Linguistics.",0,,NA
University of Pennsylvania,"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics.",0,,NA
University of Pennsylvania,"Classics and Classical Languages, Literatures, and Linguistics.",0,,NA
University of Pennsylvania,"English Language and Literature, General.",0,22041,NA
University of Pennsylvania,"Liberal Arts and Sciences, General Studies and Humanities.",0,,NA
University of Pennsylvania,"Biology, General.",0,18831,NA
University of Pennsylvania,"Biochemistry, Biophysics and Molecular Biology.",0,15757,NA
University of Pennsylvania,Biotechnology.,0,,NA
University of Pennsylvania,Neurobiology and Neurosciences.,0,20786,NA
University of Pennsylvania,"Biological and Biomedical Sciences, Other.",0,,NA
University of Pennsylvania,Mathematics.,0,15639,NA
University of Pennsylvania,Statistics.,0,17276,NA
University of Pennsylvania,International/Global Studies.,0,17947,NA
University of Pennsylvania,Cognitive Science.,0,18775,NA
University of Pennsylvania,Philosophy.,0,21211,NA
University of Pennsylvania,Religion/Religious Studies.,0,,NA
University of Pennsylvania,Chemistry.,0,19486,NA
University of Pennsylvania,Geological and Earth Sciences/Geosciences.,0,,NA
University of Pennsylvania,Physics.,0,18936,NA
University of Pennsylvania,"Psychology, General.",0,19085,NA
University of Pennsylvania,Public Administration.,0,,NA
University of Pennsylvania,Public Policy Analysis.,0,,NA
University of Pennsylvania,Social Work.,0,,NA
University of Pennsylvania,"Social Sciences, General.",0,,NA
University of Pennsylvania,Anthropology.,0,17548,NA
University of Pennsylvania,Criminology.,0,17350,NA
University of Pennsylvania,Economics.,0,17295,NA
University of Pennsylvania,International Relations and National Security Studies.,0,17170,NA
University of Pennsylvania,Political Science and Government.,0,19860,NA
University of Pennsylvania,Sociology.,0,17242,NA
University of Pennsylvania,Urban Studies/Affairs.,0,19608,NA
University of Pennsylvania,"Visual and Performing Arts, General.",0,,NA
University of Pennsylvania,Drama/Theatre Arts and Stagecraft.,0,,NA
University of Pennsylvania,Film/Video and Photographic Arts.,0,18139,NA
University of Pennsylvania,Fine and Studio Arts.,0,12948,NA
University of Pennsylvania,Music.,0,,NA
University of Pennsylvania,Health and Medical Administrative Services.,0,12426,NA
University of Pennsylvania,Mental and Social Health Services and Allied Professions.,0,16647,NA
University of Pennsylvania,Public Health.,0,,NA
University of Pennsylvania,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",0,20843,NA
University of Pennsylvania,"Business/Commerce, General.",0,,NA
University of Pennsylvania,"Business Administration, Management and Operations.",0,21108,NA
University of Pennsylvania,Accounting and Related Services.,0,,NA
University of Pennsylvania,Finance and Financial Management Services.,0,19239,NA
University of Pennsylvania,International Business.,0,,NA
University of Pennsylvania,Management Sciences and Quantitative Methods.,0,,NA
University of Pennsylvania,Marketing.,0,19161,NA
University of Pennsylvania,Real Estate.,0,,NA
University of Pennsylvania,Insurance.,0,,NA
University of Pennsylvania,"General Sales, Merchandising and Related Marketing Operations.",0,,NA
University of Pennsylvania,History.,0,18840,NA
Massachusetts Institute of Technology,Architecture.,0,,NA
Massachusetts Institute of Technology,"City/Urban, Community and Regional Planning.",0,,NA
Massachusetts Institute of Technology,Communication and Media Studies.,0,,NA
Massachusetts Institute of Technology,Computer Science.,0,13372,NA
Massachusetts Institute of Technology,"Aerospace, Aeronautical and Astronautical Engineering.",0,13947,NA
Massachusetts Institute of Technology,Biomedical/Medical Engineering.,0,16022,NA
Massachusetts Institute of Technology,Chemical Engineering.,0,12834,NA
Massachusetts Institute of Technology,Civil Engineering.,0,11128,NA
Massachusetts Institute of Technology,"Electrical, Electronics and Communications Engineering.",0,14362,NA
Massachusetts Institute of Technology,Environmental/Environmental Health Engineering.,0,,NA
Massachusetts Institute of Technology,Materials Engineering,0,16051,NA
Massachusetts Institute of Technology,Mechanical Engineering.,0,14824,NA
Massachusetts Institute of Technology,Nuclear Engineering.,0,13509,NA
Massachusetts Institute of Technology,"Linguistic, Comparative, and Related Language Studies and Services.",0,,NA
Massachusetts Institute of Technology,"English Language and Literature, General.",0,,NA
Massachusetts Institute of Technology,Rhetoric and Composition/Writing Studies.,0,,NA
Massachusetts Institute of Technology,"Liberal Arts and Sciences, General Studies and Humanities.",0,,NA
Massachusetts Institute of Technology,"Biology, General.",0,13057,NA
Massachusetts Institute of Technology,"Biomathematics, Bioinformatics, and Computational Biology.",0,11336,NA
Massachusetts Institute of Technology,Neurobiology and Neurosciences.,0,13412,NA
Massachusetts Institute of Technology,Mathematics.,0,12251,NA
Massachusetts Institute of Technology,Mathematics and Computer Science.,0,16183,NA
Massachusetts Institute of Technology,"Science, Technology and Society.",0,,NA
Massachusetts Institute of Technology,Cognitive Science.,0,,NA
Massachusetts Institute of Technology,Philosophy.,0,,NA
Massachusetts Institute of Technology,Chemistry.,0,,NA
Massachusetts Institute of Technology,Geological and Earth Sciences/Geosciences.,0,,NA
Massachusetts Institute of Technology,Physics.,0,14381,NA
Massachusetts Institute of Technology,Anthropology.,0,,NA
Massachusetts Institute of Technology,Economics.,0,,NA
Massachusetts Institute of Technology,Political Science and Government.,0,,NA
Massachusetts Institute of Technology,Drama/Theatre Arts and Stagecraft.,0,,NA
Massachusetts Institute of Technology,Music.,0,,NA
Massachusetts Institute of Technology,"Business/Commerce, General.",0,,NA
Massachusetts Institute of Technology,Finance and Financial Management Services.,0,,NA
Massachusetts Institute of Technology,Management Sciences and Quantitative Methods.,0,,NA
Massachusetts Institute of Technology,History.,0,,NA
University of California - Berkeley,Natural Resources Conservation and Research.,0,13797,NA
University of California - Berkeley,Natural Resources Management and Policy.,0,,NA
University of California - Berkeley,Forestry.,0,,NA
University of California - Berkeley,"Natural Resources and Conservation, Other.",0,,NA
University of California - Berkeley,Architecture.,0,15530,NA
University of California - Berkeley,Environmental Design.,0,,NA
University of California - Berkeley,Landscape Architecture.,0,,NA
University of California - Berkeley,Area Studies.,0,15867,NA
University of California - Berkeley,"Ethnic, Cultural Minority, Gender, and Group Studies.",0,17331,NA
University of California - Berkeley,Communication and Media Studies.,0,15484,NA
University of California - Berkeley,Computer Science.,0,14249,NA
University of California - Berkeley,Agricultural Engineering.,0,,NA
University of California - Berkeley,Biomedical/Medical Engineering.,0,16266,NA
University of California - Berkeley,Chemical Engineering.,0,13765,NA
University of California - Berkeley,Civil Engineering.,0,12453,NA
University of California - Berkeley,"Electrical, Electronics and Communications Engineering.",0,14232,NA
University of California - Berkeley,Engineering Physics.,0,15200,NA
University of California - Berkeley,Engineering Science.,0,,NA
University of California - Berkeley,Environmental/Environmental Health Engineering.,0,,NA
University of California - Berkeley,Mechanical Engineering.,0,15292,NA
University of California - Berkeley,Nuclear Engineering.,0,,NA
University of California - Berkeley,Operations Research.,0,,NA
University of California - Berkeley,"Engineering, Other.",0,13845,NA
University of California - Berkeley,"Linguistic, Comparative, and Related Language Studies and Services.",0,15504,NA
University of California - Berkeley,"East Asian Languages, Literatures, and Linguistics.",0,,NA
University of California - Berkeley,"Slavic, Baltic and Albanian Languages, Literatures, and Linguistics.",0,,NA
University of California - Berkeley,"Germanic Languages, Literatures, and Linguistics.",0,,NA
University of California - Berkeley,"Romance Languages, Literatures, and Linguistics.",0,15077,NA
University of California - Berkeley,"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics.",0,,NA
University of California - Berkeley,"Classics and Classical Languages, Literatures, and Linguistics.",0,,NA
University of California - Berkeley,"Celtic Languages, Literatures, and Linguistics.",0,,NA
University of California - Berkeley,"Foreign Languages, Literatures, and Linguistics, Other.",0,20031,NA
University of California - Berkeley,Non-Professional General Legal Studies (Undergraduate).,0,14411,NA
University of California - Berkeley,"English Language and Literature, General.",0,13148,NA
University of California - Berkeley,Rhetoric and Composition/Writing Studies.,0,15050,NA
University of California - Berkeley,"Liberal Arts and Sciences, General Studies and Humanities.",0,,NA
University of California - Berkeley,"Biology, General.",0,16700,NA
University of California - Berkeley,Botany/Plant Biology.,0,12578,NA
University of California - Berkeley,Cell/Cellular Biology and Anatomical Sciences.,0,15135,NA
University of California - Berkeley,Microbiological Sciences and Immunology.,0,12532,NA
University of California - Berkeley,Pharmacology and Toxicology.,0,,NA
University of California - Berkeley,Mathematics.,0,15641,NA
University of California - Berkeley,Applied Mathematics.,0,16489,NA
University of California - Berkeley,Statistics.,0,14310,NA
University of California - Berkeley,Peace Studies and Conflict Resolution.,0,12412,NA
University of California - Berkeley,Nutrition Sciences.,0,15618,NA
University of California - Berkeley,Classical and Ancient Studies.,0,15851,NA
University of California - Berkeley,Cognitive Science.,0,15345,NA
University of California - Berkeley,"Multi/Interdisciplinary Studies, Other.",0,18815,NA
University of California - Berkeley,Philosophy.,0,14788,NA
University of California - Berkeley,Religion/Religious Studies.,0,,NA
University of California - Berkeley,Physical Sciences.,0,,NA
University of California - Berkeley,Astronomy and Astrophysics.,0,16165,NA
University of California - Berkeley,Atmospheric Sciences and Meteorology.,0,,NA
University of California - Berkeley,Chemistry.,0,13601,NA
University of California - Berkeley,Geological and Earth Sciences/Geosciences.,0,14047,NA
University of California - Berkeley,Physics.,0,15052,NA
University of California - Berkeley,Materials Sciences.,0,,NA
University of California - Berkeley,"Psychology, General.",0,13862,NA
University of California - Berkeley,Social Work.,0,14980,NA
University of California - Berkeley,Anthropology.,0,15062,NA
University of California - Berkeley,Economics.,0,13944,NA
University of California - Berkeley,Geography and Cartography.,0,12309,NA
University of California - Berkeley,Political Science and Government.,0,14629,NA
University of California - Berkeley,Sociology.,0,14369,NA
University of California - Berkeley,Urban Studies/Affairs.,0,11439,NA
University of California - Berkeley,"Social Sciences, Other.",0,15402,NA
University of California - Berkeley,Dance.,0,,NA
University of California - Berkeley,Drama/Theatre Arts and Stagecraft.,0,16967,NA
University of California - Berkeley,Film/Video and Photographic Arts.,0,13751,NA
University of California - Berkeley,Fine and Studio Arts.,0,13792,NA
University of California - Berkeley,Music.,0,19047,NA
University of California - Berkeley,Public Health.,0,13991,NA
University of California - Berkeley,"Business Administration, Management and Operations.",0,14222,NA
University of California - Berkeley,History.,0,15979,NA
University of California - Los Angeles,Natural Resources Conservation and Research.,0,15872,NA
University of California - Los Angeles,Architecture.,0,17510,NA
University of California - Los Angeles,Area Studies.,0,13871,NA
University of California - Los Angeles,"Ethnic, Cultural Minority, Gender, and Group Studies.",0,15948,NA
University of California - Los Angeles,"Computer and Information Sciences, General.",0,17780,NA
University of California - Los Angeles,Computer Science.,0,,NA
University of California - Los Angeles,"Aerospace, Aeronautical and Astronautical Engineering.",0,16314,NA
University of California - Los Angeles,Biomedical/Medical Engineering.,0,17993,NA
University of California - Los Angeles,Chemical Engineering.,0,16322,NA
University of California - Los Angeles,Civil Engineering.,0,17197,NA
University of California - Los Angeles,Computer Engineering.,0,15420,NA
University of California - Los Angeles,"Electrical, Electronics and Communications Engineering.",0,17609,NA
University of California - Los Angeles,Materials Engineering,0,17557,NA
University of California - Los Angeles,Mechanical Engineering.,0,17802,NA
University of California - Los Angeles,Geological/Geophysical Engineering.,0,,NA
University of California - Los Angeles,"Linguistic, Comparative, and Related Language Studies and Services.",0,15761,NA
University of California - Los Angeles,"East Asian Languages, Literatures, and Linguistics.",0,14360,NA
University of California - Los Angeles,"Slavic, Baltic and Albanian Languages, Literatures, and Linguistics.",0,,NA
University of California - Los Angeles,"Germanic Languages, Literatures, and Linguistics.",0,,NA
University of California - Los Angeles,"Romance Languages, Literatures, and Linguistics.",0,16034,NA
University of California - Los Angeles,"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics.",0,16317,NA
University of California - Los Angeles,"Classics and Classical Languages, Literatures, and Linguistics.",0,,NA
University of California - Los Angeles,"Foreign Languages, Literatures, and Linguistics, Other.",0,,NA
University of California - Los Angeles,"English Language and Literature, General.",0,15468,NA
University of California - Los Angeles,Literature.,0,15142,NA
University of California - Los Angeles,"Liberal Arts and Sciences, General Studies and Humanities.",0,,NA
University of California - Los Angeles,"Biology, General.",0,17209,NA
University of California - Los Angeles,"Biochemistry, Biophysics and Molecular Biology.",0,16715,NA
University of California - Los Angeles,Cell/Cellular Biology and Anatomical Sciences.,0,16372,NA
University of California - Los Angeles,Microbiological Sciences and Immunology.,0,17257,NA
University of California - Los Angeles,"Physiology, Pathology and Related Sciences.",0,18038,NA
University of California - Los Angeles,"Biomathematics, Bioinformatics, and Computational Biology.",0,,NA
University of California - Los Angeles,"Ecology, Evolution, Systematics, and Population Biology.",0,18311,NA
University of California - Los Angeles,Neurobiology and Neurosciences.,0,17302,NA
University of California - Los Angeles,Mathematics.,0,17114,NA
